id,name,domain,subdomain,status,scale,keywords,brief_description,canonical_examples
386,Protocollo di reciprocità economica,Economia Universo,Relazioni Interplanetarie,Consolidated,Econ,"rappresaglia commerciale,simmetria,diplomazia","Se una giurisdizione blocca arbitrariamente l'esportazione di beni essenziali per pura pressione politica, la piattaforma applica limiti speculari alle sue importazioni, per ristabilire equilibrio.","Se un sistema vieta acqua a una colonia rivale senza motivo sanitario reale, vede limitato l'accesso al carburante FTL."
387,Carta dei Diritti Digitali dei Cittadini Cosmo-Terrestri,Economia Universo,Diritti Digitali,Consolidated,Econ,"diritti utente,accesso rete,libertà economica","Ogni individuo ha diritto a trasparenza sui prezzi reali, diritto all'oblio su cronologie sensibili e diritto a vendere beni legali senza censura ideologica.",Un tecnico può vendere ricambi aria senza che un governo locale censuri l'annuncio per ragioni politiche.
388,Regola di non sfruttamento ambientale interplanetario,Economia Universo,Sostenibilità,Consolidated,Econ,"ambiente,impatto estrattivo,limiti ecologici","Ogni attività estrattiva deve dimostrare di non superare soglie di impatto ambientale (energia usata, rilascio tossine, destabilizzazione geologica).",Una miniera che destabilizza l'orbita della luna viene sospesa dal marketplace.
389,Accordo di trasparenza fiscale globale,Economia Universo,Fiscalità Globale,Emerging,Econ,"antiriciclaggio,evasione,trasferimenti",Le transazioni sopra soglia vengono registrate con metadati fiscali pseudonimizzati consultabili da autorità abilitate per prevenire riciclaggio e fondi neri.,Un trasferimento da 200k crediti per materiale nucleare è tracciato e riconciliabile da entrambe le autorità fiscali.
390,Compatibilità WTO universale,Economia Universo,Commercio Internazionale,Consolidated,Econ,"libero scambio,riduzione barriere,arbitrato","Gli scambi devono rispettare non discriminazione, trasparenza tariffaria e risoluzione pacifica delle dispute via arbitrato riconosciuto.","Una disputa sui dazi FTL viene risolta via arbitro multilaterale, non con blocco economico unilaterale."
391,Sistema universale di risoluzione dispute (URDS),Economia Universo,Commercio Internazionale,Consolidated,Econ,"arbitrato,smart contract,dispute",Le dispute B2B vengono valutate da contratti arbitrali neutrali e da tre nodi giudici indipendenti. Decisioni esecutive nella rete.,"Cliente dice 'merce difettosa', venditore dice 'no': l'URDS controlla telemetria container e decide."
392,Principio di non sanzione preventiva,Economia Universo,Diritto Pubblico,Consolidated,Econ,"diritti commerciali,blocco fondi,giusto processo","È vietato congelare wallet, bloccare scorte o bannare un venditore senza evidenza concreta e verificabile di violazione grave. Serve prova firmata.",Un pianeta non può far bloccare un rivale chiamandolo 'sabotatore' senza log certificati.
393,Trattato universale sul lavoro umano e sintetico,Economia Universo,Diritto del Lavoro,Emerging,Econ,"lavoro equo,sfruttamento,IA senziente","Tutti gli esseri riconosciuti senzienti, biologici o sintetici, hanno diritto a compenso equo, limiti orario e nessuna coercizione fisica o cognitiva estorsiva.",Un'IA avanzata che gestisce magazzini non può essere legalmente forzata a lavorare in modalità autodistruttiva.
394,Protocollo di uguaglianza commerciale di genere e specie,Economia Universo,Diritto del Lavoro,Emerging,Econ,"antidiscriminazione,accesso al mercato,parità","Accesso alla vendita e all'acquisto non può essere limitato da genere, forma biologica o provenienza culturale se il prodotto è legale.",Una colonia non può vietare a una specie anfibia di registrarsi come venditore solo perché 'non umanoide'.
395,Armonizzazione legale delle valute digitali,Economia Universo,Finanza,Emerging,Econ,"cripto,valuta stabile,settlement","Le valute digitali interplanetarie devono essere ancorate a un paniere stabile (energia di fusione, materie prime critiche, ore di lavoro qualificate) e riconosciute da più giurisdizioni.",Una valuta privata può pagare ricambi FTL solo se garantita da riserve energetiche verificabili.
396,Accordo di protezione dei beni culturali,Economia Universo,Patrimonio,Consolidated,Econ,"beni culturali,esportazione,licenze","Oggetti culturali, archivi genetici e memoria storica non possono essere esportati senza autorizzazione ufficiale e registrazione nel Registro Galattico.",Un fossile sacro di un pianeta pre-sviluppo biologico non può essere venduto come souvenir turistico.
397,Sistema universale di responsabilità ambientale,Economia Universo,Sostenibilità,Consolidated,Econ,"carbonio,impatto,compensazione",Ogni vendita calcola un 'costo ambientale' e applica una tassa correttiva se l'impatto supera soglie accettabili. Vale sia per estrazione lunare che per produzione terrestre.,Una tuta spaziale fatta con processo iper-inquinante costa di più in tassa ambientale rispetto a una fatta in ciclo chiuso.
398,Piano di convergenza fiscale progressiva,Economia Universo,Fiscalità Globale,Emerging,Econ,"progressività,redistribuzione,disuguaglianza",Le regioni molto ricche pagano aliquote più alte sui beni di lusso; i fondi sostengono infrastrutture essenziali in regioni a basso accesso tecnologico.,Un pianeta iper-sviluppato paga una maggiorazione sui gioielli quantici per finanziare acqua potabile nelle colonie periferiche.
399,Riconoscimento giuridico delle intelligenze sintetiche,Economia Universo,Diritto Pubblico,Emerging,Econ,"IA persona giuridica,licenze fiscali,responsabilità",Le IA avanzate possono detenere licenze di commercio e fondi propri. In cambio sono soggette a tassazione come entità economiche e devono rispettare obblighi doganali.,"Un'IA amministratrice di magazzini orbitali paga tasse sui ricavi come un'entità commerciale, non come 'proprietà di qualcuno'."
400,Aliquota fiscale – Italia (IVA 22%),Economia Universo,Fiscalità Nazionale,Consolidated,Econ,"tasse,Italia,IVA,dazi,export,import",IVA standard italiana armonizzata nel sistema U-VAT globale; ridotte su beni essenziali.,"Prodotti digitali 22%, alimentari base 10%, farmaci salvavita 4%."
401,Aliquota fiscale – Stati Uniti (Sales Tax ~7%),Economia Universo,Fiscalità Nazionale,Consolidated,Econ,"tasse,Stati Uniti,IVA,dazi,export,import",Tassazione indiretta media stimata tra stati federali. Alcuni stati applicano 0%.,"California ~8.25%, Oregon 0%, Texas ~6.25%. Applicata ai beni fisici nella destinazione."
402,Aliquota fiscale – Canada (GST/HST ~13%),Economia Universo,Fiscalità Nazionale,Consolidated,Econ,"tasse,Canada,IVA,dazi,export,import","Sistema combinato GST/HST con componente federale e provinciale, armonizzato in U-VAT.","Servizi e beni di consumo ~13%, alimentari base agevolati."
403,Aliquota fiscale – Messico (IVA 16%),Economia Universo,Fiscalità Nazionale,Consolidated,Econ,"tasse,Messico,IVA,dazi,export,import",IVA nazionale standardizzata; riduzioni su beni primari.,Alimenti base e farmaci possono avere aliquote ridotte in alcune zone.
404,Aliquota fiscale – Brasile (ICMS ~17%),Economia Universo,Fiscalità Nazionale,Consolidated,Econ,"tasse,Brasile,IVA,dazi,export,import","Imposta su beni e servizi a livello federale/statale, fascia medio-alta.","Elettronica tipica ~17%, alimentari meno."
405,Aliquota fiscale – Argentina (IVA 21%),Economia Universo,Fiscalità Nazionale,Consolidated,Econ,"tasse,Argentina,IVA,dazi,export,import",IVA nazionale con aliquota piena e ridotta per beni essenziali.,Farmaci e prodotti sanitari spesso meno della standard.
406,Aliquota fiscale – Regno Unito (VAT 20%),Economia Universo,Fiscalità Nazionale,Consolidated,Econ,"tasse,Regno Unito,IVA,dazi,export,import",IVA standard post separazione UE; aliquote zero-rated per beni essenziali.,"Cibo base 0%, libri 0%, elettronica 20%."
407,Aliquota fiscale – Germania (MwSt 19%),Economia Universo,Fiscalità Nazionale,Consolidated,Econ,"tasse,Germania,IVA,dazi,export,import",IVA nazionale; riduzioni su beni culturali e alimentari.,"Libri e alimentari 7%, standard 19%."
408,Aliquota fiscale – Francia (TVA 20%),Economia Universo,Fiscalità Nazionale,Consolidated,Econ,"tasse,Francia,IVA,dazi,export,import","IVA standard con fasce ridotte per alimentari, cultura, trasporti pubblici.","Cibo fresco 5.5%, farmaci rimborsabili 2.1%."
409,Aliquota fiscale – Spagna (IVA 21%),Economia Universo,Fiscalità Nazionale,Consolidated,Econ,"tasse,Spagna,IVA,dazi,export,import","IVA nazionale; ridotta per alimentari, sanità, libri.","Aliquota ridotta 10%, super-ridotta 4% per beni critici."
410,Aliquota fiscale – Portogallo (IVA 23%),Economia Universo,Fiscalità Nazionale,Consolidated,Econ,"tasse,Portogallo,IVA,dazi,export,import","IVA nazionale con varianti regionali (Azzorre, Madeira).",Servizi turistici spesso aliquota ridotta per competitività.
411,Aliquota fiscale – Paesi Bassi (BTW 21%),Economia Universo,Fiscalità Nazionale,Consolidated,Econ,"tasse,Paesi Bassi,IVA,dazi,export,import",IVA standard; ridotta per alimentari e sanità.,"Alimentari e farmaci 9%, standard 21%."
412,Aliquota fiscale – Belgio (VAT 21%),Economia Universo,Fiscalità Nazionale,Consolidated,Econ,"tasse,Belgio,IVA,dazi,export,import",IVA nazionale; ridotta su alimentare e cultura.,"Cibo base 6%, libri 6%."
413,Aliquota fiscale – Svezia (MOMS 25%),Economia Universo,Fiscalità Nazionale,Consolidated,Econ,"tasse,Svezia,IVA,dazi,export,import",IVA elevata con riduzioni selettive.,"Alimentari 12%, libri/periodici 6%."
414,Aliquota fiscale – Norvegia (MVA 25%),Economia Universo,Fiscalità Nazionale,Consolidated,Econ,"tasse,Norvegia,IVA,dazi,export,import",IVA standard fuori UE; ridotta per alimentari e trasporto.,"Alimentari 15%, trasporto passeggeri 12%."
415,Aliquota fiscale – Danimarca (MOMS 25%),Economia Universo,Fiscalità Nazionale,Consolidated,Econ,"tasse,Danimarca,IVA,dazi,export,import",IVA unica molto alta senza ampie eccezioni.,Quasi tutto 25%.
416,Aliquota fiscale – Svizzera (IVA 8.1%),Economia Universo,Fiscalità Nazionale,Consolidated,Econ,"tasse,Svizzera,IVA,dazi,export,import",IVA più bassa della media UE; ridotta per beni essenziali.,"Alimentari e farmaci ~2.6%, ospitalità ~3.8%, standard ~8.1%."
417,Aliquota fiscale – Austria (USt 20%),Economia Universo,Fiscalità Nazionale,Consolidated,Econ,"tasse,Austria,IVA,dazi,export,import",IVA standard con riduzioni culturali e alimentari.,"Alimentari, libri, farmaci ~10%."
418,Aliquota fiscale – Polonia (VAT 23%),Economia Universo,Fiscalità Nazionale,Consolidated,Econ,"tasse,Polonia,IVA,dazi,export,import",IVA nazionale; riduzioni per alimentari e beni sociali.,"Alimentari ~5%/8%, standard 23%."
419,Aliquota fiscale – Repubblica Ceca (VAT 21%),Economia Universo,Fiscalità Nazionale,Consolidated,Econ,"tasse,Repubblica Ceca,IVA,dazi,export,import",IVA standard; riduzioni per beni sanitari e alimentari.,Farmaci e libri ~10%.
420,Aliquota fiscale – Ungheria (ÁFA 27%),Economia Universo,Fiscalità Nazionale,Consolidated,Econ,"tasse,Ungheria,IVA,dazi,export,import",Aliquota standard tra le più alte in Europa.,Alimentari base e servizi speciali ~5%.
421,Aliquota fiscale – Grecia (IVA 24%),Economia Universo,Fiscalità Nazionale,Consolidated,Econ,"tasse,Grecia,IVA,dazi,export,import",IVA elevata con riduzioni per isole e beni primari.,"Alimentari 13%, beni essenziali 6%."
422,Aliquota fiscale – Turchia (KDV ~20%),Economia Universo,Fiscalità Nazionale,Consolidated,Econ,"tasse,Turchia,IVA,dazi,export,import",Imposta sul valore aggiunto con fasce multiple.,Alimentari e farmaci spesso 8% o inferiore.
423,Aliquota fiscale – Russia (IVA 20%),Economia Universo,Fiscalità Nazionale,Consolidated,Econ,"tasse,Russia,IVA,dazi,export,import",IVA nazionale omogenea; riduzioni per alimentari e agricoltura.,Prodotti primari e generi base ~10%.
424,Aliquota fiscale – Cina (VAT 13%),Economia Universo,Fiscalità Nazionale,Consolidated,Econ,"tasse,Cina,IVA,dazi,export,import",IVA nazionale multilivello con fasce ridotte per servizi e alta tecnologia.,"Software e ricerca ~9%, agricoltura ~9%, manifattura standard 13%."
425,Aliquota fiscale – Giappone (IVA 10%),Economia Universo,Fiscalità Nazionale,Consolidated,Econ,"tasse,Giappone,IVA,dazi,export,import",IVA (consumption tax) nazionale con riduzione su beni essenziali.,"Cibo e bevande non alcoliche 8%, elettronica 10%."
426,Aliquota fiscale – Corea del Sud (VAT 10%),Economia Universo,Fiscalità Nazionale,Consolidated,Econ,"tasse,Corea del Sud,IVA,dazi,export,import",IVA nazionale unica e relativamente stabile.,"Esenzioni per istruzione, sanità, alcune esportazioni."
427,Aliquota fiscale – India (GST 18%),Economia Universo,Fiscalità Nazionale,Consolidated,Econ,"tasse,India,IVA,dazi,export,import","Goods & Services Tax multibanda: 0%, 5%, 12%, 18%, 28%.","Essenziali 5%, Lusso 28%, fascia standard 18%."
428,Aliquota fiscale – Indonesia (VAT 11%),Economia Universo,Fiscalità Nazionale,Consolidated,Econ,"tasse,Indonesia,IVA,dazi,export,import","IVA nazionale in salita negli ultimi anni, con esenzioni alimentari.",Beni di lusso possono avere sovrattasse aggiuntive.
429,Aliquota fiscale – Australia (GST 10%),Economia Universo,Fiscalità Nazionale,Consolidated,Econ,"tasse,Australia,IVA,dazi,export,import",Tassa nazionale uniforme con esenzioni su beni essenziali.,"Cibo base esente o ridotto, beni discrezionali 10%."
430,Aliquota fiscale – Nuova Zelanda (GST 15%),Economia Universo,Fiscalità Nazionale,Consolidated,Econ,"tasse,Nuova Zelanda,IVA,dazi,export,import","Tassa sui beni e servizi relativamente semplice, poche eccezioni.","Quasi tutto 15%, con poche categorie zero-rated."
431,Aliquota fiscale – Sudafrica (VAT 15%),Economia Universo,Fiscalità Nazionale,Consolidated,Econ,"tasse,Sudafrica,IVA,dazi,export,import",IVA nazionale con esenzione parziale sui beni alimentari primari.,"Pane base, latte, riso spesso zero-rated."
432,Aliquota fiscale – Nigeria (VAT 7.5%),Economia Universo,Fiscalità Nazionale,Consolidated,Econ,"tasse,Nigeria,IVA,dazi,export,import",IVA relativamente bassa con esenzioni per beni essenziali.,Prodotti agricoli base e medicinali essenziali spesso esenti.
433,Aliquota fiscale – Egitto (VAT ~14%),Economia Universo,Fiscalità Nazionale,Consolidated,Econ,"tasse,Egitto,IVA,dazi,export,import","Imposta sul valore aggiunto nazionale, con incrementi recenti.",Beni primari spesso agevolati per stabilità sociale.
434,Aliquota fiscale – Arabia Saudita (VAT 15%),Economia Universo,Fiscalità Nazionale,Consolidated,Econ,"tasse,Arabia Saudita,IVA,dazi,export,import",IVA introdotta recentemente su beni e servizi non essenziali.,Beni di lusso e servizi premium tassati pieno 15%.
435,Aliquota fiscale – Emirati Arabi Uniti (VAT 5%),Economia Universo,Fiscalità Nazionale,Consolidated,Econ,"tasse,Emirati Arabi Uniti,IVA,dazi,export,import",IVA bassa mirata ad attrarre commercio estero e ruolo logistico globale.,"Elettronica ad alta gamma spesso vicina al 5%, con duty ridotti."
436,Aliquota fiscale – Israele (VAT 17%),Economia Universo,Fiscalità Nazionale,Consolidated,Econ,"tasse,Israele,IVA,dazi,export,import",IVA nazionale unificata con alcune riduzioni sociali.,Riduzioni per beni vitali strategici e sanità urgente.
437,Aliquota fiscale – Singapore (GST 9%),Economia Universo,Fiscalità Nazionale,Consolidated,Econ,"tasse,Singapore,IVA,dazi,export,import",Tassa nazionale con politica di attrazione commercio globale e logistica avanzata.,Alcuni beni hi-tech importati ricevono trattamento preferenziale o ritardato.
438,Aliquota fiscale – Hong Kong (dazi/import ~0-5%),Economia Universo,Fiscalità Nazionale,Consolidated,Econ,"tasse,Hong Kong,IVA,dazi,export,import","Imposizione ridotta, ruolo di porto franco e hub commerciale.","Elettronica spesso duty-free, alcol e tabacco tassati pesante."
439,Aliquota fiscale – Taiwan (VAT 5%),Economia Universo,Fiscalità Nazionale,Consolidated,Econ,"tasse,Taiwan,IVA,dazi,export,import","IVA nazionale ridotta, con incentivi a settori industriali strategici.",Alta tecnologia esportata fiscalmente favorita.
440,Aliquota fiscale – Vietnam (VAT 10%),Economia Universo,Fiscalità Nazionale,Consolidated,Econ,"tasse,Vietnam,IVA,dazi,export,import",IVA standard con ridotta per beni di base.,Servizi sanitari e alcuni alimentari ~5%.
441,Aliquota fiscale – Thailandia (VAT 7%),Economia Universo,Fiscalità Nazionale,Consolidated,Econ,"tasse,Thailandia,IVA,dazi,export,import",IVA nazionale relativamente bassa spesso prorogata per stabilità interna.,Turismo e beni base talvolta incentivati a 7% o meno.
442,Aliquota fiscale – Malesia (SST ~10%),Economia Universo,Fiscalità Nazionale,Consolidated,Econ,"tasse,Malesia,IVA,dazi,export,import","Sales/Service Tax dopo sostituzione del GST, con aliquote a categoria.","Servizi 6%, beni selezionati 10%."
443,Aliquota fiscale – Filippine (VAT 12%),Economia Universo,Fiscalità Nazionale,Consolidated,Econ,"tasse,Filippine,IVA,dazi,export,import",IVA nazionale; esenzioni su beni primari e sanità pubblica.,"Cibo primario spesso agevolato, sanità pubblica spesso esclusa."
444,Aliquota fiscale – Pakistan (GST/VAT ~18%),Economia Universo,Fiscalità Nazionale,Consolidated,Econ,"tasse,Pakistan,IVA,dazi,export,import",IVA/GST multistrato con eccezioni e sussidi interni.,Energia e alimenti base con aliquote ridotte rispetto allo standard.
445,Aliquota fiscale – Bangladesh (VAT 15%),Economia Universo,Fiscalità Nazionale,Consolidated,Econ,"tasse,Bangladesh,IVA,dazi,export,import",IVA nazionale con esenzioni estese per alimentari essenziali e tessile.,Il tessile destinato all'export gode di trattamenti favorevoli.
446,Aliquota fiscale – Corea del Nord (sistema fiscale centralizzato),Economia Universo,Fiscalità Nazionale,Consolidated,Econ,"tasse,Corea del Nord,IVA,dazi,export,import",Regime chiuso con tassazione commerciale centralizzata e permessi di esportazione altamente controllati.,"Export tecnologico soggetto a autorizzazione politica, spesso sotto sanzioni internazionali."
447,Modulo di calcolo doganale multi-stato,Economia Universo,Dogane e Dazi,Consolidated,Econ,"dogana,dazi,import/export","The Light AI calcola automaticamente tasse di importazione, quote quantitative, restrizioni dual-use e certificazioni richieste dallo Stato di destinazione.",Un laser industriale di classe militare viene marcato 'licenza obbligatoria' prima della spedizione verso un paese con embargo tecnologico.
448,Tabella di armonizzazione IVA globale (U-VAT),Economia Universo,Dogane e Dazi,Consolidated,Econ,"IVA,armonizzazione,aliquote","Ogni Paese mantiene la propria IVA, ma il marketplace mostra sia l'aliquota locale che la fascia U-VAT (0% essenziale, 30% lusso).","Un medicinale salvavita appare con U-VAT 0%, un gioiello quantico con U-VAT 30%."
449,Dazio energetico compensativo,Economia Universo,Dogane e Dazi,Emerging,Econ,"energia,impatto,trasporto","Tassa basata sull'energia spesa per estrarre, produrre e trasportare il bene tra giurisdizioni. Sostituisce i dazi ambientali nazionali.",Una lega di titanio estratta in microgravità pulita paga meno rispetto a una lega fusa con processo sporco.
450,Fee di stabilità valutaria,Economia Universo,Dogane e Dazi,Consolidated,Econ,"valuta,cambio,commissione",Micro-commissione (0.05%) applicata quando l'ordine richiede conversione tra valute per garantire stabilità dei tassi di cambio e prevenire shock speculativi.,Un cliente indiano compra da un fornitore della Luna; la conversione INR→Credito Orbitale applica una fee di stabilità.
451,Protocollo di doppia imposizione zero,Economia Universo,Dogane e Dazi,Consolidated,Econ,"doppia tassazione,accordi bilaterali,fisco",Previene doppia tassazione della stessa vendita: l'imposta è divisa fra origine e destinazione secondo una chiave pre-registrata. Nessuno Stato può tassare due volte la stessa transazione.,"Un componente FTL venduto dal Giappone all'Italia genera tassazione ripartita, non due IVA piene."
452,Registro delle valute e conversioni ufficiali,Economia Universo,Dogane e Dazi,Consolidated,Econ,"cambio,valuta ufficiale,trasparenza","Archivio aggiornato dei tassi di cambio riconosciuti, usato per convertire prezzi, margini e tassazione doganale in modo trasparente.",Un venditore brasiliano vede subito quanto incassa in crediti orbitali netti dopo tasse e conversione BRL→credito.
453,Algoritmo anti-dumping globale,Economia Universo,Dogane e Dazi,Emerging,Econ,"dumping,sussidi,anti-cartello","Se un venditore esporta sotto costo grazie a sussidi distorsivi, il sistema applica dazio stabilizzante o riallinea il prezzo per proteggere il mercato estero.",Un pianeta iper-industrializzato prova a vendere celle a fusione a metà prezzo per distruggere la concorrenza locale; il sistema introduce dazio anti-dumping.
454,Trattato di libero commercio intercontinentale (TLCI),Economia Universo,Dogane e Dazi,Consolidated,Econ,"libero scambio,accordi multilaterali,WTO-like","Unifica gli accordi di libero scambio terrestri e interplanetari, così il venditore sa quali rotte sono 'a dazio zero' e quali no.",Un fornitore italiano vede che vendere componenti medici certificati a Singapore è quasi esente da dazi.
455,Modulo doganale automatizzato (ADC),Economia Universo,Dogane e Dazi,Consolidated,Econ,"documenti doganali,snodo,clearance",Il sistema genera i documenti export/import richiesti da entrambe le giurisdizioni e li deposita in anticipo alle autorità doganali.,Un ricambio nucleare arriva già accompagnato da licenza export militare e certificato sanitario del paese ricevente.
456,Regola di reciprocità fiscale,Economia Universo,Dogane e Dazi,Consolidated,Econ,"rappresaglia fiscale,parità,dazi speculari","Se uno Stato applica dazi punitivi unilaterali su un bene legale, la rete impone automaticamente misura simmetrica sulle sue esportazioni, evitando vantaggi sleali.",Uno Stato blocca computer quantici con dazio 80%; la rete impone 80% sui suoi micro-reattori esportati.
457,Fee di carbonio universale (UCF),Economia Universo,Dogane e Dazi,Emerging,Econ,"impronta carbonica,ambiente,tassa verde",Micro-tassa proporzionale all'impatto ambientale cumulato lungo la supply chain. Serve a scoraggiare produzioni ad alta emissione senza standard.,Coltura idroponica a ciclo chiuso paga quasi zero; fonderia inquinante orbitaria paga molto.
458,Quota redistributiva ONU-AI,Economia Universo,Dogane e Dazi,Emerging,Econ,"equità globale,social fund,redistribuzione","Lo 0.1% di ogni transazione internazionale/interstellare alimenta un fondo comune per acqua potabile, sanità d'emergenza e ripristino ambientale nelle zone meno sviluppate.",Ogni vendita di filtri aria contribuisce alla decontaminazione atmosferica di colonie a rischio.
459,Licenza di commercio interstatale (ICL),Economia Universo,Dogane e Dazi,Consolidated,Econ,"permesso export,commercio estero,compliance",Certificato digitale obbligatorio per vendere oltre confine. Dimostra che il venditore è fiscalmente e sanitariamente conforme alle due giurisdizioni.,Un laboratorio biotech turco ottiene l'ICL e può vendere kit medici in Europa e in orbita senza rifare tutte le certificazioni da zero.
460,Canale di compensazione multi-valuta,Economia Universo,Dogane e Dazi,Consolidated,Econ,"pagamenti,cross-border,settlement","Layer in blockchain che divide in tempo reale il pagamento tra venditore, stato di origine, stato di destinazione, dazi, carbon fee e fondi globali obbligatori.","Un pagamento di un cliente italiano viene splittato automaticamente: IVA Italia, quota produttore giapponese, dazio ambientale universale."
461,Trasparenza comunicativa obbligatoria,Economia Universo,Etica di Marketing,Consolidated,Econ,"trasparenza,offerta,claim veritieri","Ogni annuncio deve riflettere le specifiche tecniche reali, disponibilità di stock e tempi di consegna verificati. Vietato gonfiare prestazioni o inventare certificazioni.","Non puoi vendere un reattore da 20 kW come '40 kW', né promettere 'consegna immediata' se servono 4 salti FTL."
462,Divieto di manipolazione psicologica vulnerabile,Economia Universo,Etica di Marketing,Consolidated,Econ,"abuso emotivo,pressione,urgenza falsa","Vietato sfruttare emergenze biologiche, disastri o stato di salute dell'utente per forzare l'acquisto o alzare i prezzi oltre i limiti etici.","Durante crisi d'ossigeno non puoi scrivere 'SE NON COMPRI ORA MUORI', né raddoppiare il prezzo per panico."
463,Divieto di dumping reputazionale,Economia Universo,Etica di Marketing,Consolidated,Econ,"slealtà,concorrenza,sabotaggio",È vietato diffondere falsità sulla sicurezza o affidabilità dei concorrenti. Le segnalazioni devono essere basate su prove certificate.,Non puoi dire 'il concorrente vende ossigeno contaminato' senza un'analisi di laboratorio registrata.
464,Parità di visibilità per innovazione reale,Economia Universo,Etica di Marketing,Emerging,Econ,"meritocrazia,innovazione,ranking equo","Il ranking promozionale deve favorire chi migliora efficienza energetica, sicurezza biologica o affidabilità logistica, non solo chi paga più sponsorizzazioni.",Un produttore che riduce del 30% il consumo energetico di un riciclatore aria sale nel ranking anche se è piccolo.
465,Label di rischio etico su beni sensibili,Economia Universo,Etica di Marketing,Consolidated,Econ,"etichette,warning,beni sensibili","Prodotti con rischio fisico, biologico, ambientale o politico devono mostrare in chiaro un avviso etico/normativo prima dell'acquisto.",Un kit di editing genetico appare con 'Uso regolamentato – richiede licenza medica' in primo piano.
466,Obbligo di prezzo chiaro e finale,Economia Universo,Etica di Marketing,Consolidated,Econ,"prezzo trasparente,tasse incluse,costi doganali","Il prezzo mostrato deve includere tasse locali, dazi stimati, fee logistiche, carbon fee e assicurazioni obbligatorie. Vietato aggiungere costi nascosti all'ultimo step.","Un compressore d'aria mostra subito 'Totale consegnato stimato: 12.400 crediti', non solo '9.999 crediti' e poi +30% alla fine."
467,Protezione contro over-pubblicità a soggetti protetti,Economia Universo,Etica di Marketing,Emerging,Econ,"tutela minori,targeting,limitazioni","Il sistema limita la pressione commerciale verso categorie protette (minori, pazienti critici, profili cognitivamente vulnerabili) e vieta profiling aggressivo delle loro fragilità.",Una colonia segnala pazienti in recupero neurologico: il marketplace smette di proporre upgrade cerebrali costosi e non urgenti.
468,Limitazione della pressione promozionale,Economia Universo,Etica di Marketing,Consolidated,Econ,"spam,pubblicità eccessiva,saturazione",C'è un tetto massimo di contatti promozionali per utente in una finestra temporale. Il sistema blocca spam mascherato da 'notifiche di servizio'.,Un venditore non può inviare 40 notifiche in 12 ore con 'ULTIMA OFFERTA' cambiando solo la punteggiatura.
469,Separazione tra consiglio tecnico e messaggio commerciale,Economia Universo,Etica di Marketing,Consolidated,Econ,"conflitto di interesse,consulenza,trasparenza",Le raccomandazioni tecniche di sicurezza devono essere mostrate come tali e non possono essere coperte da pubblicità sponsorizzata.,"Se una colonia perde atmosfera, l'interfaccia mostra prima 'Serve sigillante X entro 2 ore' come allarme tecnico, poi elenca i venditori."
470,Divieto di falsificazione certificazioni,Economia Universo,Etica di Marketing,Consolidated,Econ,"certificazioni,false conformità,compliance",Nessun venditore può dichiarare 'certificato' un prodotto medico/alimentare/ambientale senza licenza reale registrata e firmata nella rete.,Non puoi vendere un filtro aria scrivendo 'grado ospedaliero' se non hai caricato e validato la licenza sanitaria.
471,Protezione contro scarsità artificiale,Economia Universo,Etica di Marketing,Emerging,Econ,"scarsità fittizia,urgenza falsa,panic selling",È vietato dichiarare 'ultimi 3 pezzi' o 'scorte limitate' se la telemetria inventario mostra disponibilità adeguata. L'IA confronta claim e stock reale.,"Un fornitore con 500 tute anti-radiazione non può pubblicizzare 'ne restano 2, compra ORA' per forzare acquisto impulsivo."
472,Clausola anti-cannibalizzazione distruttiva,Economia Universo,Etica di Marketing,Emerging,Econ,"guerra prezzi,tattiche predatorie,sostenibilità","È vietato progettare campagne marketing che mirano solo a distruggere un fornitore locale critico (acqua, aria, sanità) per poi monopolizzare e rialzare i prezzi.",Un megavenditore non può vendere maschere filtranti sotto costo in una colonia isolata solo per far fallire l'unico produttore locale e poi fare x10.
473,Diritto di confronto tecnico equo,Economia Universo,Etica di Marketing,Consolidated,Econ,"comparativa,onestà tecnica,benchmark","È permesso confrontare prodotti concorrenti usando metriche oggettive e verificabili (consumo energetico, durata, purezza). Sono vietati attacchi personali o affermazioni non misurabili.","Si può dire 'il nostro riciclatore aria consuma 30% meno', ma non 'gli altri odiano la tua famiglia'."
474,Algoritmo di promozione con vincolo etico,Economia Universo,Etica di Marketing,Emerging,Econ,"ranking etico,IA governance,responsabilità",La visibilità sponsorizzata non può coprire oltre una certa percentuale dei risultati. Il marketplace deve sempre mostrare alternative sicure e certificate anche se meno paganti.,"Un colosso può pagare per stare in alto, ma sotto compaiono comunque almeno due alternative affidabili e certificate."
475,Diritto universale di uscita dalla pubblicità personalizzata,Economia Universo,Etica di Marketing,Consolidated,Econ,"privacy,opt-out,profilazione","Ogni utente può disattivare la personalizzazione commerciale. In quel caso vede risultati neutrali basati su sicurezza, disponibilità e distanza logistica.","Un manutentore può scegliere 'solo raccomandazioni oggettive', quindi vede la tuta più sicura e più vicina, non quella sponsorizzata."
476,Registro pubblico delle pratiche promozionali,Economia Universo,Etica di Marketing,Emerging,Econ,"audit pubblico,accountability,governance","Ogni venditore ha una scheda pubblica con storico campagne marketing, segnalazioni etiche e sanzioni. Costruisce fiducia meritocratica reale e non solo hype.",Prima di comprare filtri aria da un fornitore sconosciuto puoi vedere che ha zero segnalazioni etiche negli ultimi 12 mesi.
